,data,labels,generalisation,group
4555,"What city boasts Penn 's Landing , on the banks of the Delaware river ?",4,near-OOD,validation
4556,What does INRI stand for when used on Jesus ' cross ?,0,near-OOD,test
4557,What two South American countries do n't border Brazil ?,4,near-OOD,train
4558,Where is the Rose Bowl played ?,4,near-OOD,train
4559,"What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?",4,near-OOD,validation
4560,Where are the 49 steps ?,4,near-OOD,validation
4561,What is the name of the city that Maurizio Pellegrin lives in ?,4,near-OOD,validation
4562,Where can I find pictorial directions on how to build a very simple treehouse ?,4,near-OOD,validation
4563,What country contains Africa 's northernmost point ?,4,near-OOD,validation
4564,Where is the Kalahari desert ?,4,near-OOD,train
4565,What city is sometimes called Gotham ?,4,near-OOD,validation
4566,What countries have the largest areas of forest ?,4,near-OOD,train
4567,What South American city has the world 's highest commercial landing field ?,4,near-OOD,train
4568,What does S.O.S. stand for ?,0,near-OOD,test
4569,What two European countries entered the War of American Independence against the British ?,4,near-OOD,train
4570,What is the name of the tallest mountain in the world ?,4,near-OOD,train
4571,Where can I find a review of Nightmare on Elm Street in a film journal ?,4,near-OOD,validation
4572,Where was George Washington born ?,4,near-OOD,validation
4573,"What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?",4,near-OOD,validation
4574,CNN is the abbreviation for what ?,0,near-OOD,test
4575,What European city do Nicois live in ?,4,near-OOD,train
4576,What is California 's capital ?,4,near-OOD,train
4577,What European country is home to the beer-producing city of Budweis ?,4,near-OOD,train
4578,Where was Christopher Columbus born ?,4,near-OOD,train
4579,What does ` PSI ' stand for ?,0,near-OOD,test
4580,What sea did the Romans call mare nostrum ?,4,near-OOD,validation
4581,What city did the Flintstones live in ?,4,near-OOD,train
4582,What is the abbreviation for micro ?,0,near-OOD,test
4583,What does NASDAQ stand for ?,0,near-OOD,test
4584,What is BPH ?,0,near-OOD,test
4585,What stadium do the Miami Dolphins play their home games in ?,4,near-OOD,train
4586,What state is John F. Kennedy buried in ?,4,near-OOD,validation
4587,What U.S. state has an element named for it ?,4,near-OOD,train
4588,What is the deepest area of the Arctic Ocean ?,4,near-OOD,validation
4589,Where can I find a `` Fifth Element '' screensaver ?,4,near-OOD,validation
4590,What is Answers.com 's address ?,4,near-OOD,train
4591,Where can I buy movies on videotape online ?,4,near-OOD,validation
4592,What ocean is the largest in the world ?,4,near-OOD,validation
4593,Which city did Christian Crusaders fight to recapture from the Muslims ?,4,near-OOD,train
4594,Where does chocolate come from ?,4,near-OOD,train
4595,Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,4,near-OOD,train
4596,What is the abbreviation of the company name ` General Motors ' ?,0,near-OOD,test
4597,What mountains lie between the Arkansas and Missouri rivers ?,4,near-OOD,train
4598,What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,4,near-OOD,train
4599,Where is Basque country located ?,4,near-OOD,train
4600,What South Korean city is served by Kimpo International Airport ?,4,near-OOD,validation
4601,What was the highest mountain on earth before Mount Everest was discovered ?,4,near-OOD,validation
4602,"Where was the Ligurian Republic , 1797-185 , ?",4,near-OOD,train
4603,What country 's people are the top television watchers ?,4,near-OOD,validation
4604,What Nevada center has been dubbed The Biggest Little City in the World ?,4,near-OOD,train
4605,Where must a soccer goalie stand to be permitted to handle the ball ?,4,near-OOD,train
4606,In what U.S. state was the first woman governor elected ?,4,near-OOD,validation
4607,What is the highest peak in Africa ?,4,near-OOD,validation
4608,Where is Procter & Gamble headquartered in the U.S. ?,4,near-OOD,train
4609,What desert has been called The Garden of Allah ?,4,near-OOD,train
4610,What does G.M.T. stand for ?,0,near-OOD,test
4611,Where 's the 19th hole on a golf course ?,4,near-OOD,train
4612,Where can I find a person 's address from a telephone number ?,4,near-OOD,train
4613,Where did Sarge Steel get his metal hand ?,4,near-OOD,validation
4614,What country did King Gustav V reign over from 197 to 195 ?,4,near-OOD,validation
4615,In what area of the world was the Six Day War fought ?,4,near-OOD,train
4616,What is the brightest star visible from Earth ?,4,near-OOD,train
4617,Where do hyenas live ?,4,near-OOD,train
4618,What U.S. city is The Queen of the Pacific ?,4,near-OOD,validation
4619,Where can I find out the top 1 singles ?,4,near-OOD,validation
4620,What was known as the Spice Island ?,4,near-OOD,train
4621,McCarren Airport is located in what city ?,4,near-OOD,train
4622,What country has the largest sheep population ?,4,near-OOD,train
4623,What country is the world 's largest importer of cognac ?,4,near-OOD,train
4624,What does SIDS stand for ?,0,near-OOD,test
4625,"What country has the most time zones , with 11 ?",4,near-OOD,validation
4626,What city is Logan Airport in ?,4,near-OOD,validation
4627,What is the largest city on the Great Lakes ?,4,near-OOD,validation
4628,What city gained renown for its pea-soup fogs ?,4,near-OOD,train
4629,What Russian seaport has a name meaning `` Lord of the East '' ?,4,near-OOD,validation
4630,Where can stocks be traded on-line ?,4,near-OOD,train
4631,Where do people mountain climb in Nepal ?,4,near-OOD,validation
4632,What are the Nordic nations ?,4,near-OOD,train
4633,Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,4,near-OOD,train
4634,What U.S. state borders Illinois to the north ?,4,near-OOD,train
4635,Where did the myth of Santa Claus originate ?,4,near-OOD,validation
4636,What city is served by Logan International Airport ?,4,near-OOD,train
4637,What attracts tourists to Reims ?,4,near-OOD,train
4638,Where is Procter & Gamble based in the U.S. ?,4,near-OOD,train
4639,What is the web address of the list of e-mail addresses of members of the House of Representatives ?,4,near-OOD,train
4640,Where is the Abominable Snowman said to wander ?,4,near-OOD,validation
4641,"When reading classified ads , what does EENTY : other stand for ?",0,near-OOD,test
4642,What was the only country you were allowed to drive into Israel from in 1979 ?,4,near-OOD,validation
4643,In What city or state do the most gay men live in ?,4,near-OOD,validation
4644,Where can I find the best free evidence for debate about Russia ?,4,near-OOD,validation
4645,What is Bill Gates of Microsoft E-mail address ?,4,near-OOD,train
4646,What Russian city boasts the Hermitage Museum ?,4,near-OOD,validation
4647,Where is Trinidad ?,4,near-OOD,train
4648,What 's the tallest building in New York City ?,4,near-OOD,train
4649,Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?,4,near-OOD,train
4650,What is the abbreviated expression for the National Bureau of Investigation ?,0,near-OOD,test
4651,What is the highest mountain in the world ?,4,near-OOD,train
4652,What arch can you see from the Place de la Concorde ?,4,near-OOD,train
4653,Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,4,near-OOD,train
4654,Which is the wealthiest country in the world ?,4,near-OOD,train
4655,Which country is Australia 's largest export market ?,4,near-OOD,validation
4656,Where is the Kentucky Horse Park located ?,4,near-OOD,train
4657,What is the leading pecan and peanut growing state ?,4,near-OOD,train
4658,Where are the tropical rain forest distributions ?,4,near-OOD,validation
4659,Where was Lincoln assassinated ?,4,near-OOD,train
4660,What city was President William McKinley shot in ?,4,near-OOD,validation
4661,What city has the world 's longest subway system ?,4,near-OOD,validation
4662,What are the five most expensive cities in the world ?,4,near-OOD,train
4663,What county is Chicago in ?,4,near-OOD,train
4664,Where is the Danube ?,4,near-OOD,train
4665,What is the longest place name in the U.S. ?,4,near-OOD,train
4666,"Where does Buzz Aldrin want to build a permanent , manned space station ?",4,near-OOD,train
4667,Where can I find correct tabs for Third Eye Blind songs ?,4,near-OOD,train
4668,What Asian country has a bill of rights for cows ?,4,near-OOD,validation
4669,What city is the setting for Puccini 's opera La Boheme ?,4,near-OOD,train
4670,Where is Mozambique located ?,4,near-OOD,train
4671,What city houses the U.S. headquarters of Procter and Gamble ?,4,near-OOD,train
4672,What does NAFTA stand for ?,0,near-OOD,test
4673,What is the full name of the PLO ?,0,near-OOD,test
4674,What is the smallest country in Africa ?,4,near-OOD,train
4675,What does the word LASER mean ?,0,near-OOD,test
4676,Where is Windsor Castle ?,4,near-OOD,train
4677,Where can I find the names of all the 15 Pokemon ?,4,near-OOD,train
4678,What state does Martha Stewart live in ?,4,near-OOD,train
4679,What are the Benelux countries ?,4,near-OOD,validation
4680,Where 's the Petrified Forest ?,4,near-OOD,train
4681,Where is Tornado Alley ?,4,near-OOD,train
4682,What state in the U.S. has the most blacks ?,4,near-OOD,train
4683,What is the city in which Maurizio Pellegrin lives called ?,4,near-OOD,train
4684,What is the oldest website on the Internet ?,4,near-OOD,validation
4685,What 's the longest river in the world ?,4,near-OOD,validation
4686,What mountain range is traversed by the highest railroad in the world ?,4,near-OOD,train
4687,Where are the leading medical groups specializing in lung diseases ?,4,near-OOD,validation
4688,What 's the sacred river of India ?,4,near-OOD,train
4689,What is Stefan Edberg 's native country ?,4,near-OOD,train
4690,Name the largest country in South America .,4,near-OOD,train
4691,What country are Godiva chocolates from ?,4,near-OOD,train
4692,What U.S. state records the least rainfall ?,4,near-OOD,train
4693,What Texas city got its name from the Spanish for `` yellow '' ?,4,near-OOD,train
4694,What country did the Nile River originate in ?,4,near-OOD,validation
4695,What country has the best defensive position in the board game Diplomacy ?,4,near-OOD,train
4696,What two countries share the Khyber Pass ?,4,near-OOD,validation
4697,In what city is the headquarters of Sinn Fein ?,4,near-OOD,validation
4698,Where can I find information on George Bush ?,4,near-OOD,validation
4699,What 's the second-largest island in the world ?,4,near-OOD,validation
4700,Where is Logan Airport ?,4,near-OOD,train
4701,What does NN O `` mean when used as a prefix in Irish surnames ?,0,near-OOD,test
4702,What is the state nickname of Mississippi ?,4,near-OOD,validation
4703,What 's the name of the temple that is located near the capital city of Laos ?,4,near-OOD,train
4704,"Where is the actress , Marion Davies , buried ?",4,near-OOD,train
4705,Where can I buy a good snowboard for less than $200 ?,4,near-OOD,train
4706,What London street is the home of British journalism ?,4,near-OOD,train
4707,In what city is the famed St. Mark 's Square ?,4,near-OOD,train
4708,Where is Tufts University ?,4,near-OOD,train
4709,What province is Edmonton located in ?,4,near-OOD,train
4710,What is the oldest website on the Internet ?,4,near-OOD,train
4711,What country received all the Nobel Prizes awarded in 1976 ?,4,near-OOD,train
4712,What is Britain 's possession on the Chinese mainland ?,4,near-OOD,train
4713,What are the only two states that incorporate the Confederate battle flag in their flags ?,4,near-OOD,validation
4714,Where is Guam ?,4,near-OOD,train
4715,What are tourist attractions in Reims ?,4,near-OOD,train
4716,What Colorado city owns its own glacier ?,4,near-OOD,validation
4717,Where did guinea pigs originate ?,4,near-OOD,train
4718,What two countries ' coastlines border the Bay of Biscay ?,4,near-OOD,train
4719,"What European capital celebrated its 2 , 000th anniversary in 1951 ?",4,near-OOD,train
4720,What country was the setting of You Only Live Twice ?,4,near-OOD,train
4721,In what state was the first co-educational college established,4,near-OOD,train
4722,What country in Latin America is the largest one ?,4,near-OOD,validation
4723,On which Hawaiian island is Pearl Harbor ?,4,near-OOD,train
4724,What city is wiener schnitzel named for ?,4,near-OOD,train
4725,What desert has the highest sand dunes ?,4,near-OOD,train
4726,What two countries contain Sierra Nevada mountains ?,4,near-OOD,train
